,genres
792,"Comedy,Fantasy,Romance"
793,"Science Fiction,Comedy,Family,Romance"
794,"Action,Adventure,Thriller,War"
795,"Comedy,Romance,Drama"
796,"Comedy,Western"
797,Comedy
798,Comedy
799,"Action,Adventure,Horror,Science Fiction"
800,"Drama,Action,Adventure,History,War"
801,"Drama,Horror,Mystery,Thriller"
802,Comedy
803,Fantasy
804,"Action,Comedy,Crime,Drama"
805,"Action,Fantasy,Thriller"
806,"Drama,History,Romance"
807,"Action,Comedy,Drama,Family,Thriller"
808,"Adventure,Drama,Action,Thriller"
809,"Comedy,Drama,Romance"
810,"Comedy,Music,Family,Fantasy,Animation"
811,"Comedy,Romance"
812,"Adventure,Animation,Drama,Family"
813,"Action,Adventure,Fantasy,Science Fiction"
814,"Fantasy,Comedy,Romance,Science Fiction"
815,"Comedy,Drama,Romance"
816,"Adventure,Comedy,Family,Romance"
817,"Comedy,Romance"
818,"Action,Drama,Thriller"
819,Comedy
820,"Fantasy,Comedy,Family"
821,"Thriller,Action,Crime"
822,"Comedy,Drama,Romance"
823,"Action,Thriller,Drama"
824,Drama
825,"Thriller,Drama,Mystery"
826,"Drama,Thriller,Crime,Mystery,Romance"
827,"Drama,Fantasy,Romance"
828,"Action,Crime"
829,Comedy
830,"Action,Crime,Thriller"
831,"Action,Adventure,Comedy"
832,"Fantasy,Comedy"
833,"Adventure,Action,Comedy,Western"
834,"Action,Adventure,Drama,Thriller"
835,"Comedy,Family"
836,"Action,Adventure,Fantasy"
837,"Animation,Comedy,Family"
838,"Science Fiction,Action,Horror"
839,"History,Drama,Music"
840,"Action,Thriller,Crime,Adventure"
841,Adventure
842,"Family,Comedy"
843,Comedy
844,"Drama,Action,Thriller,Crime"
845,"Drama,Mystery,Thriller"
846,Comedy
847,Comedy
848,"Animation,Adventure,Family,Comedy"
849,"Crime,Drama,Mystery"
850,"Action,Drama,Science Fiction,Thriller"
851,"Drama,Mystery,Thriller"
852,"Thriller,Drama,Romance"
853,"Drama,History,Romance"
854,"Action,Science Fiction"
855,"Drama,History,War"
856,"Action,Thriller,Crime"
857,Comedy
858,"Comedy,Adventure,Crime,Family"
859,"Action,Adventure,Comedy,Family,Fantasy,Science Fiction"
860,"Drama,Romance"
861,Drama
862,"Drama,Romance"
863,"Action,Thriller"
864,"Fantasy,Horror,Action,Thriller"
865,Drama
866,"Action,Crime,Thriller"
867,"Crime,Drama,Thriller"
868,"Comedy,Drama,Romance"
869,"Comedy,Romance"
870,"Action,Adventure,Fantasy,Science Fiction"
871,Drama
872,"Drama,Thriller"
873,"Action,Adventure,Crime,Thriller"
874,"Animation,Family"
875,"Drama,Music,Romance"
876,"Mystery,Thriller,Crime"
877,"Crime,Drama"
878,"War,Drama,History"
879,"Drama,Crime,Thriller"
880,"Thriller,Action,Horror"
881,"Drama,Thriller"
882,"Drama,Romance"
883,"Drama,Crime"
884,"Thriller,Drama,History"
885,"Romance,Comedy"
886,"Comedy,Romance"
887,"Comedy,Romance"
888,"Action,Adventure,Comedy"
889,"Drama,History,War"
890,Comedy
891,"Comedy,Drama,Romance"
892,"Drama,Crime"
893,"Action,Crime,Thriller"
894,"Action,Comedy,Fantasy"
895,Comedy
896,"Animation,Comedy,Family"
897,"Comedy,Family"
898,"Adventure,Fantasy,Drama,Romance"
899,"Adventure,Animation,Comedy,Family,Fantasy"
900,"Science Fiction,Thriller,Romance"
901,Adventure
902,"Comedy,Drama,Romance"
903,"Comedy,Fantasy"
904,"Comedy,Romance"
905,"Comedy,Drama"
906,Comedy
907,"Comedy,Romance"
908,"Thriller,Science Fiction,Mystery"
909,Drama
910,"Comedy,Romance"
911,"Crime,Comedy,Action"
912,"Horror,Romance"
913,Comedy
914,"Action,Comedy"
915,"Drama,Romance"
916,Comedy
917,"Fantasy,Comedy,Music"
918,"Crime,Drama,Thriller"
919,"Drama,Action,Thriller,Crime"
920,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
921,"Drama,Comedy,Family"
922,"Action,Adventure,Drama,Mystery,Science Fiction,Thriller"
923,Comedy
924,"Drama,Horror,Thriller"
925,"Comedy,Drama,Romance"
926,"Animation,Comedy,Family"
927,"Comedy,Family"
928,Drama
929,"Action,Drama,Science Fiction,Thriller"
930,"Action,Thriller,Mystery"
931,"Adventure,Family,Fantasy,Science Fiction,Thriller,Action"
932,"Action,Thriller,Fantasy"
933,"Action,Adventure,Comedy,Western"
934,"Adventure,Animation,Comedy,Family"
935,"Comedy,Family,Adventure,Fantasy,Romance"
936,Thriller
937,"Fantasy,Horror,Action"
938,"Thriller,Drama"
939,"Action,Thriller,Science Fiction,Adventure"
940,"Drama,Thriller"
941,"Action,Drama,History,Thriller,War"
942,"Romance,Animation,Adventure,Comedy,Family,Fantasy"
943,Thriller
944,"Crime,Drama,Thriller"
945,"Action,Drama"
946,"Drama,Thriller,Mystery"
947,"Horror,Mystery"
948,Comedy
949,Comedy
950,"Action,Adventure,Crime,Drama,Mystery,Thriller"
951,"Action,Thriller"
952,"Action,Comedy,Crime"
953,"Comedy,Horror,Fantasy"
954,Drama
955,"Action,Thriller"
956,"Horror,Action,Science Fiction"
957,"Comedy,Romance"
958,"Thriller,Crime,Drama"
959,"Action,Thriller"
960,"Adventure,Family,Science Fiction"
961,"Drama,Adventure,Romance,Thriller"
962,"Drama,Comedy,Romance"
963,"Action,Crime,Thriller"
964,"Drama,Romance"
965,"Drama,Thriller,Crime"
966,"Family,Comedy"
967,"Drama,Fantasy"
968,"Crime,Drama,Thriller"
969,"Action,Adventure,Crime,Thriller"
970,"Crime,Drama,Thriller"
971,"Comedy,Drama,Romance"
972,"Action,Adventure,Romance,Science Fiction,Thriller"
973,"Action,Drama,Mystery,Thriller,Crime"
974,"Crime,Drama,Mystery,Thriller"
975,"Drama,Thriller,Crime"
976,"Action,Adventure,Science Fiction,Thriller"
977,"Adventure,Animation,Family,Fantasy,Science Fiction"
978,"Adventure,Comedy,Drama"
979,"War,Action,Drama,History,Thriller"
980,"Drama,Thriller,Crime"
981,"Comedy,Action"
982,"Action,Crime,Drama,Mystery,Thriller"
983,"Thriller,Crime,Mystery"
984,"Action,Thriller,Adventure,Crime"
985,"Adventure,Drama,Action,History,War"
986,Comedy
987,"Drama,Thriller,Mystery"
988,"Action,Drama,Thriller"
989,"Action,Adventure,Comedy,Family"
990,"Drama,History,Romance"
991,"Drama,Thriller"
992,"Action,Crime"
993,"Action,Thriller,Mystery,Romance"
994,"Action,Thriller,Science Fiction"
995,"Fantasy,Drama,Romance"
996,"Comedy,Crime,Drama,Thriller"
997,Comedy
998,"Comedy,Crime"
999,"Comedy,Drama,Romance,Science Fiction"
1000,"Fantasy,Thriller,Action,Crime"
1001,"Action,Adventure,Science Fiction,Thriller"
1002,"Action,Science Fiction,Thriller"
1003,"Action,Comedy,Thriller,Crime,Mystery"
1004,"Drama,Comedy"
1005,"Thriller,Drama,Crime"
1006,"Adventure,Action"
1007,"Drama,Romance"
1008,"Crime,Action,Science Fiction"
1009,"Drama,Mystery,Thriller,Crime"
1010,"Crime,Drama,Thriller"
1011,Horror
1012,"Action,Adventure,Comedy"
1013,"Crime,Thriller"
1014,"Adventure,Comedy"
1015,"Drama,Science Fiction"
1016,"Comedy,Fantasy,Romance,Science Fiction"
1017,"Fantasy,Comedy,Romance"
1018,"Music,Drama,Crime,Romance"
1019,Western
1020,"Thriller,Action"
1021,"Romance,Comedy,Crime"
1022,"Comedy,Drama,Thriller"
1023,Drama
1024,"Adventure,Action,Comedy,Thriller,Crime"
1025,"Drama,Crime,Romance"
1026,"Comedy,Drama,Romance"
1027,"Action,Adventure,Thriller,War"
1028,"Drama,Science Fiction,Adventure,Mystery"
1029,"Animation,Comedy,Family,Fantasy,Science Fiction"
1030,"Drama,Horror,Thriller,Romance"
1031,"Comedy,Romance"
1032,"Comedy,Romance"
1033,"Crime,Mystery,Thriller"
1034,"Science Fiction,Action,Adventure,Thriller"
1035,"Action,Western,Drama,Fantasy,Thriller"
1036,"Drama,Thriller,Mystery,War"
1037,Comedy
1038,"Crime,Drama,Thriller"
1039,"Drama,History,War"
1040,"Fantasy,Comedy,Family"
1041,"Action,Crime,Thriller"
1042,Comedy
1043,"Comedy,Crime,Action"
1044,"Action,Science Fiction,Adventure,Comedy,Family"
1045,"Comedy,Drama,Family,Romance"
1046,"Drama,Mystery,Thriller,Crime"
1047,"Drama,Thriller,Crime,Mystery"
1048,"Drama,Comedy"
1049,"Drama,Action,Thriller,Crime"
1050,"Romance,Comedy"
1051,"Drama,Thriller,Crime"
1052,"Action,Crime,Drama,Thriller"
1053,"Comedy,Family,Science Fiction"
1054,Comedy
1055,"Comedy,Family,Music"
1056,"Horror,Action"
1057,Drama
1058,"Action,Adventure,Crime,Thriller"
1059,"Adventure,Horror,Thriller"
1060,Comedy
1061,"Comedy,Romance,Drama"
1062,"Adventure,Animation,Comedy,Family"
1063,"Horror,Mystery,Thriller"
1064,"Action,Thriller"
1065,"Comedy,Drama,Romance"
1066,"Comedy,Drama,Family"
1067,"Romance,Comedy,Family"
1068,"Adventure,Comedy,Family,Science Fiction"
1069,"Comedy,Drama,Family"
1070,"Horror,Action,Science Fiction"
1071,Comedy
1072,"Adventure,Comedy,Drama"
1073,"Action,Adventure,Crime,Thriller"
1074,"Adventure,Family,Fantasy"
1075,"Crime,Drama,Thriller"
1076,"Action,Adventure,Crime,Thriller"
1077,"Adventure,Action,Comedy"
1078,"Fantasy,Adventure,Animation,Comedy,Family"
1079,"Action,Science Fiction,Adventure"
1080,"Adventure,Drama,Music,Romance"
1081,"Drama,Romance"
1082,"Action,Adventure,Crime,Thriller"
1083,"Action,Adventure,Science Fiction,Thriller"
1084,"Action,Adventure,Crime,Drama,Thriller"
1085,"Comedy,Fantasy,Science Fiction"
1086,"Adventure,Comedy,Family,Fantasy,Science Fiction"
1087,"Crime,Drama,Mystery,Thriller"
1088,"Comedy,Music"
1089,"Adventure,Action"
1090,"Drama,Romance,Western"
1091,"History,Drama"
1092,"Thriller,Mystery"
1093,"Adventure,Action,Horror,Science Fiction"
1094,"Drama,War"
1095,"Action,Drama,Fantasy"
1096,"Action,Crime,Thriller"
1097,"Action,Comedy,Thriller"
1098,"Drama,Romance"
1099,"Action,Thriller"
1100,"Crime,Adventure,Action,Comedy,Thriller"
1101,"Animation,Action,Comedy,Family"
1102,"Drama,Thriller"
1103,"Adventure,Action,Thriller,Crime,Mystery"
1104,Action
1105,"Crime,Drama,Thriller"
1106,"Action,Adventure,Thriller,War"
1107,"Drama,Thriller"
1108,"Animation,Family"
1109,"Action,Drama,History,Western"
1110,"Fantasy,Action,Science Fiction,Thriller"
1111,"Drama,Science Fiction,Thriller"
1112,Drama
1113,"Comedy,Drama"
1114,"Action,Crime"
1115,"Romance,Comedy"
1116,"Drama,Mystery,Thriller"
1117,Drama
1118,"Action,Thriller,Crime"
1119,"Action,Comedy,Crime"
1120,"Romance,Comedy,Drama"
1121,"Animation,Comedy,Family"
1122,"Comedy,Romance"
1123,"Comedy,Romance"
1124,"Action,Comedy,Crime"
1125,"Drama,History,Romance"
1126,Comedy
1127,"Drama,Mystery,Thriller,Crime"
1128,"Comedy,Drama,Romance"
1129,"Drama,Horror,Mystery"
1130,Comedy
1131,"Adventure,Action,Thriller"
1132,"Fantasy,Thriller,Horror"
1133,"Action,Crime,Thriller"
1134,"Adventure,Comedy,Family,Fantasy"
1135,"Crime,Drama,Thriller"
1136,"Drama,Adventure,Action,History"
1137,"Action,Comedy,Crime"
1138,"Action,Comedy"
1139,"Adventure,Fantasy,Action,Western,Thriller"
1140,"Action,Comedy,Crime"
1141,Drama
1142,"Adventure,Comedy,Animation"
1143,"Adventure,Drama,Romance,Action"
1144,"Thriller,Fantasy,Action,Comedy"
1145,"Mystery,Thriller,Drama"
1146,"Action,Thriller,Crime"
1147,Comedy
1148,Drama
1149,"Drama,Crime"
1150,"Comedy,Romance,Drama"
1151,"Crime,Drama,Mystery,Thriller"
1152,"Adventure,Comedy,Family,Science Fiction"
1153,"Action,Science Fiction"
1154,"Drama,Romance,Thriller"
1155,"Action,Adventure,Comedy,Family,Science Fiction"
1156,"Crime,Drama,Thriller"
1157,Comedy
1158,"Action,Drama,Thriller,War"
1159,Comedy
1160,Horror
1161,Drama
1162,"Comedy,Romance,Drama"
1163,Comedy
1164,"Horror,Mystery"
1165,"Adventure,Comedy,Family,Science Fiction"
1166,Comedy
1167,"Romance,Horror"
1168,"Romance,Drama"
1169,Drama
1170,"Thriller,Crime,Drama"
1171,Comedy
1172,"Adventure,Drama,Family"
1173,Comedy
1174,"Action,Comedy"
1175,"Action,Adventure,Drama,History,Romance,War"
1176,"Drama,Music"
1177,"Action,Thriller,Crime"
1178,"Drama,Action,Thriller,Crime"
1179,Comedy
1180,"Comedy,Romance"
1181,"Drama,Thriller,History"
1182,"Comedy,Crime"
1183,"Action,Comedy,Crime,Romance"
1184,Comedy
1185,"Comedy,Romance"
1186,"Horror,Mystery"
1187,"Thriller,Drama"
1188,"Action,Drama,Thriller,War"
1189,Comedy
1190,"Drama,Romance,Comedy"
1191,"Comedy,Adventure,Fantasy,Science Fiction,Action"
1192,"Action,Adventure,Fantasy,Horror,Science Fiction,Thriller"
1193,"Action,Adventure,Drama,Thriller"
1194,"Crime,Drama,Thriller"
1195,"Action,Mystery,Thriller"
1196,"Drama,Mystery,Thriller"
1197,Comedy
1198,"Animation,Comedy,Adventure,Family,Science Fiction"
1199,"Action,Adventure,Drama,Thriller"
1200,"Action,Adventure,Thriller"
1201,"Action,Science Fiction,Adventure,Thriller"
1202,"Comedy,Crime,Drama,Romance,Thriller"
1203,"Thriller,Mystery"
1204,"Romance,Drama,Mystery"
1205,"Drama,Horror,Mystery,Thriller"
1206,"Fantasy,Drama,Comedy,Family"
1207,"Comedy,Romance"
1208,"Music,Drama"
1209,"Drama,Crime,Thriller"
1210,"Horror,Thriller"
1211,"Drama,History,Mystery"
1212,Adventure
1213,"Fantasy,Action,Science Fiction,Thriller,Horror"
1214,"Comedy,Family"
1215,"Drama,Romance"
1216,"Comedy,Music,Romance"
1217,"Adventure,Comedy,Science Fiction"
1218,Comedy
1219,"Horror,Mystery"
1220,"Thriller,Crime,Mystery"
1221,"Drama,Music"
1222,Comedy
1223,"Comedy,Drama"
1224,"Horror,Mystery"
1225,"Comedy,Crime,Romance"
1226,"Drama,Romance"
1227,"Comedy,Drama,Romance"
1228,Comedy
1229,"Comedy,Western"
1230,"Adventure,Fantasy,Action,Thriller,Science Fiction"
1231,Drama
1232,"Comedy,Drama,Romance"
1233,Drama
1234,"Crime,Action,Adventure"
1235,"Drama,Romance"
1236,"Drama,Horror,Thriller,Crime"
1237,Comedy
1238,"Fantasy,Horror,Science Fiction"
1239,"Action,Adventure,Drama"
1240,Drama
1241,"Drama,Romance"
1242,Horror
1243,"Drama,Crime"
1244,"Comedy,War"
1245,"Action,Thriller,Crime,Drama"
1246,"Fantasy,Animation,Drama,Romance,Family"
1247,"Crime,Drama,Mystery"
1248,"Drama,Romance"
1249,Action
1250,"Drama,Thriller"
1251,Drama
1252,"Drama,History"
1253,"Action,Crime,Drama,Thriller"
1254,"Action,Drama,Thriller,Crime"
1255,"Thriller,Drama"
1256,"Action,Adventure,Comedy"
1257,"Adventure,Animation,Comedy,Family"
1258,"Comedy,Drama,Romance"
1259,"Comedy,Fantasy,Science Fiction"
1260,"Comedy,Romance"
1261,Comedy
1262,Comedy
1263,"Adventure,Drama,Romance"
1264,"Drama,Mystery"
1265,"Horror,Thriller"
1266,"Adventure,Fantasy,Action,Thriller"
1267,"Action,Comedy,Thriller"
1268,"Comedy,Music"
1269,"Action,Drama,Thriller"
1270,"Action,Science Fiction"
1271,"Action,Horror,Mystery,Science Fiction,Thriller"
1272,"Action,Science Fiction,Thriller"
1273,"Action,Adventure,Drama,Thriller"
1274,"Comedy,Fantasy,Science Fiction"
1275,"Science Fiction,Thriller"
1276,"Drama,Comedy"
1277,"Adventure,Fantasy,Animation,Comedy,Science Fiction,Family"
1278,"Action,Drama,Crime"
1279,"Adventure,Action,Family"
1280,"Thriller,Drama,Mystery"
1281,"Action,Crime,Thriller,Drama"
1282,"Action,Adventure,Thriller,Drama"
1283,"Comedy,Drama"
1284,"Action,Drama,History"
1285,"Action,History,War"
1286,"Action,Science Fiction,Drama"
1287,"Adventure,Animation,Comedy,Family,Fantasy"
1288,"Action,Comedy"
1289,"Fantasy,Action,Thriller"
1290,"Action,Adventure,War,History"
1291,"Drama,Romance,Fantasy"
1292,Comedy
1293,"Animation,Comedy,Family"
1294,"Science Fiction,Action,Adventure,Thriller"
1295,"Romance,Drama"
1296,"Comedy,Action,Adventure,Fantasy,Science Fiction"
1297,Comedy
1298,"Adventure,Drama,Action"
1299,"Comedy,Romance"
1300,"Comedy,Romance"
1301,"Comedy,Family"
1302,"Action,Adventure,Family"
1303,"Science Fiction,Action,Adventure,Thriller"
1304,"Action,Drama,History"
1305,"Drama,Romance"
1306,"Adventure,Family,Fantasy,Animation"
1307,Drama
1308,"Drama,Thriller"
1309,"Crime,Comedy,Romance"
1310,"Action,Comedy,Family"
1311,"Drama,Romance,Thriller"
1312,Comedy
1313,"Horror,Mystery,Thriller"
1314,"Drama,Thriller"
1315,"Music,Drama,Comedy"
1316,Drama
1317,"Action,Drama"
1318,"Horror,Mystery,Science Fiction"
1319,"Science Fiction,Action,Thriller"
1320,"Action,Adventure,Mystery,Thriller"
1321,"Action,Western"
1322,"Adventure,Family,Fantasy"
1323,Drama
1324,"Adventure,Action,Comedy,Romance"
1325,Drama
1326,"Adventure,Science Fiction"
1327,Drama
1328,"Crime,Drama,Thriller"
1329,"Romance,Comedy,Drama"
1330,"Comedy,Drama"
1331,"Adventure,Comedy,Family,Fantasy"
1332,"Drama,Action"
1333,Drama
1334,"Action,Comedy,Crime"
1335,"Comedy,Romance"
1336,"Drama,Family"
1337,"Adventure,Fantasy,Drama,Romance"
1338,"Drama,Thriller,Crime"
1339,"Action,Comedy,Crime"
1340,"Comedy,Crime"
1341,"Action,Fantasy,Science Fiction,Thriller"
1342,"Drama,Action,Thriller"
1343,"Adventure,Action,Thriller"
1344,"Science Fiction,Comedy,Adventure"
1345,"Family,Drama"
1346,Thriller
1347,"Action,Drama"
1348,"Drama,Comedy,Romance"
1349,"History,Drama"
1350,"Drama,Romance"
1351,"Drama,Thriller,Horror"
1352,"Thriller,Science Fiction,Mystery,Romance"
1353,"Drama,Comedy"
1354,"Animation,Family"
1355,Comedy
1356,Comedy
1357,"Action,Drama,History"
1358,"Adventure,Comedy,Crime,Science Fiction"
1359,"Fantasy,Action"
1360,Drama
1361,"Adventure,Action,Comedy,Thriller,Crime"
1362,Drama
1363,"Action,Comedy,Family,Adventure"
1364,"Comedy,Crime"
1365,"Drama,Adventure,Western"
1366,"Comedy,Drama,Romance"
1367,"Science Fiction,Adventure,Mystery"
1368,"Comedy,Crime"
1369,"Crime,Thriller"
1370,"Drama,Crime"
1371,Comedy
1372,"Comedy,Romance"
1373,"Drama,Romance,War"
1374,"Crime,Drama,Mystery,Thriller"
1375,"Adventure,Comedy,Family"
1376,"Comedy,Romance"
1377,"Science Fiction,Horror,Action"
1378,Horror
1379,"Horror,Science Fiction,Thriller"
1380,"Action,Adventure,Drama"
1381,Drama
1382,"Adventure,Animation,Comedy,Family"
1383,Drama
1384,"Romance,Comedy"
1385,Comedy
1386,"Comedy,Drama,History"
1387,"Drama,History"
1388,Comedy
1389,"Comedy,Family"
1390,"Fantasy,Action,Adventure,Science Fiction,Thriller"
1391,Comedy
1392,Comedy
1393,"Comedy,Romance"
1394,"Crime,Drama,Thriller"
1395,"Horror,Action,Science Fiction"
1396,Horror
1397,"Comedy,Crime,Thriller"
1398,Action
1399,"Action,Thriller,Science Fiction"
1400,"Comedy,Romance"
1401,"Comedy,Drama,Romance"
1402,"Adventure,Comedy,Fantasy"
1403,"Comedy,Family"
1404,"Action,Adventure,Thriller"
1405,"Drama,War"
1406,"Drama,History"
1407,Horror
1408,"Drama,Romance"
1409,"Drama,Crime,History"
1410,"Horror,Mystery,Thriller"
1411,"Drama,Fantasy,Horror"
1412,"Science Fiction,Action,Thriller"
1413,Drama
1414,"Comedy,Romance"
1415,Science Fiction
1416,"Comedy,Romance"
1417,"Action,Thriller,Crime,Mystery"
1418,"Crime,Drama,Mystery,Thriller"
1419,"Crime,Action,Thriller"
1420,"Comedy,Fantasy"
1421,"Crime,History"
1422,"Drama,Mystery,Science Fiction,Thriller"
1423,"Family,Fantasy,Comedy"
1424,Drama
1425,"Thriller,Action,Mystery"
1426,"Animation,Family,Adventure"
1427,"Comedy,Drama"
1428,"Action,Comedy,Science Fiction"
1429,"Thriller,Crime,Drama"
1430,"Horror,Comedy"
1431,"Crime,Action,Thriller"
1432,"Action,Comedy,Crime"
1433,"War,Adventure,Drama,Romance"
1434,"Action,Crime"
1435,"Comedy,Romance"
1436,Comedy
1437,"Action,Horror,Thriller"
1438,"Fantasy,Action,Adventure"
1439,"Action,Adventure,Drama,History"
1440,"Action,Adventure,Drama,Thriller"
1441,"Comedy,Music"
1442,"Drama,Romance"
1443,"Action,Western"
1444,"Drama,History,Romance"
1445,"Action,Crime,Mystery,Thriller"
1446,"Drama,Fantasy"
1447,"Action,Adventure,Thriller"
1448,"Action,Drama,Thriller,Crime"
1449,"Drama,Fantasy,Horror,Mystery,Romance,Thriller"
1450,"Action,Crime"
1451,"Family,Fantasy,Comedy"
1452,"Adventure,Drama,Thriller"
1453,"Fantasy,Family,Action"
1454,"Comedy,Drama,Romance"
1455,Drama
1456,"Action,Crime,Drama,Thriller"
1457,"Action,Crime,Drama,Mystery,Thriller"
1458,"Thriller,Crime,Romance"
1459,"Action,History,War"
1460,"War,Adventure,Drama,Romance"
1461,"Drama,War,Romance,Western"
1462,Drama
1463,"Action,Comedy,Western,Crime"
1464,"Drama,Crime"
1465,"Action,Mystery,Science Fiction,Thriller"
1466,Comedy
1467,"Drama,Romance"
1468,"Drama,Adventure,Science Fiction,Romance"
1469,"Action,Comedy,Thriller"
1470,"Action,Crime,Drama,Thriller"
1471,"Animation,Family"
1472,"Drama,Romance"
1473,"Drama,Science Fiction,Thriller"
1474,"Romance,Drama,Adventure"
1475,"Comedy,Romance"
1476,"Drama,History"
1477,"Drama,History"
1478,Drama
1479,"Action,Crime,Thriller"
1480,"Crime,Comedy"
1481,"Family,Fantasy,Animation,Adventure"
1482,"Horror,Action,Thriller,Science Fiction"
1483,"Music,Drama,Romance"
1484,"Action,Crime,Horror,Thriller"
1485,"Mystery,Thriller"
1486,"Action,Crime,Drama"
1487,Drama
1488,"Action,Crime,Thriller"
1489,"Comedy,Drama"
1490,"Adventure,Action,Science Fiction"
1491,"Action,Thriller,Science Fiction"
1492,"Drama,Romance"
1493,Comedy
1494,"Comedy,Family,Fantasy"
1495,"Drama,Fantasy,Romance,Science Fiction"
1496,"Adventure,Comedy,Family"
1497,"Fantasy,Comedy,Drama"
1498,"Comedy,Family"
1499,"Comedy,Romance"
1500,"Action,Comedy"
1501,Horror
1502,Drama
1503,"Action,Crime,Drama,Thriller"
1504,Comedy
1505,"Crime,Comedy,Action"
1506,"Thriller,Science Fiction,Mystery"
1507,"Action,Adventure,Drama,Thriller"
1508,"Thriller,Drama,Mystery"
1509,"Adventure,Drama,Family"
1510,"Action,Comedy"
1511,"Drama,Family"
1512,"Drama,Thriller,Crime"
1513,"Action,Thriller,Crime"
1514,"Action,Western"
1515,"Action,Comedy,Romance,Thriller"
1516,Drama
1517,"Action,Science Fiction,Thriller,Crime"
1518,"Fantasy,Drama,Horror,Action,Thriller,Science Fiction"
1519,"Fantasy,Comedy,Family"
1520,Comedy
1521,"Animation,Comedy,Family,Music"
1522,Drama
1523,"War,Crime,Drama,Mystery,Romance,Thriller"
1524,Adventure
1525,"Drama,War"
1526,"Comedy,Drama,Romance"
1527,"Music,Drama,Family"
1528,Action
1529,Drama
1530,Drama
1531,"Action,Adventure,Thriller,Science Fiction"
1532,"Comedy,Drama"
1533,"Drama,Mystery"
1534,"Comedy,Horror"
1535,"Crime,Drama,Science Fiction,Thriller"
1536,Comedy
1537,"Comedy,Thriller,Crime"
1538,"Action,Comedy,Crime,Drama,Music"
1539,"Comedy,Drama"
1540,"Comedy,Romance"
1541,"Animation,Comedy,Family"
1542,"Action,Adventure,Crime"
1543,"Drama,Romance"
1544,Drama
1545,Drama
1546,"Action,Adventure,Thriller"
1547,Drama
1548,Comedy
1549,"Horror,Comedy,Fantasy"
1550,"Crime,Comedy,Adventure"
1551,"Comedy,Family,Romance"
1552,Comedy
1553,"Crime,Mystery,Thriller"
1554,Science Fiction
1555,"Animation,Comedy,Family"
1556,"Thriller,Crime,Drama,Mystery"
1557,Drama
1558,"Comedy,Crime"
1559,"Romance,Drama"
1560,"Comedy,Romance"
1561,"Comedy,Drama,Family,Music,Romance"
1562,"Adventure,Animation,Comedy,Family"
1563,"Drama,Romance"
1564,"Adventure,Drama,Romance,War"
1565,"Drama,Romance"
1566,"Drama,Comedy"
1567,"Horror,Comedy,Romance"
1568,"Action,Thriller,Science Fiction"
1569,"Fantasy,Comedy,Science Fiction,Romance"
1570,"Fantasy,Drama,Comedy,Family"
1571,"Drama,Comedy,Romance"
1572,"Comedy,Romance,Drama"
1573,"Action,Crime"
1574,Comedy
1575,"Drama,Romance"
1576,Comedy
1577,"Action,Adventure,Comedy,Thriller"
1578,"Comedy,Fantasy,Romance"
1579,"Fantasy,Comedy,Romance"
1580,"Animation,Comedy,Family,Adventure"
1581,"Crime,Drama"
1582,"Romance,Drama"
1583,"Science Fiction,Action,Adventure,Thriller"
1584,"Comedy,Drama,Family,Fantasy"
1585,"Comedy,Crime"
1586,"Adventure,Action,Thriller"
1587,"Adventure,Animation,Comedy,Family"
1588,"Drama,Romance"
1589,Comedy
1590,"Drama,Romance"
1591,"Comedy,Drama,Romance"
1592,"Action,Thriller,Crime"
1593,Comedy
1594,"Romance,Fantasy,Animation,Music"
1595,Drama
1596,"Action,Crime,Drama,Mystery,Thriller"
1597,"Action,Drama"
1598,"Horror,Thriller"
1599,"Fantasy,Drama,Romance"
1600,"Comedy,Drama,Family"
1601,"Drama,Romance"
1602,Adventure
1603,"Comedy,Drama,Fantasy,Romance"
1604,"Horror,Thriller"
1605,"Horror,Thriller"
1606,Comedy
1607,"Adventure,Comedy,Crime"
1608,"Action,Science Fiction"
1609,"Horror,Comedy,Music"
1610,"Action,Thriller,Adventure"
1611,"Action,Fantasy,Science Fiction"
1612,"Comedy,Romance,Drama"
1613,"Drama,Horror"
1614,Music
1615,"Action,Adventure,Crime,Drama"
1616,"Action,Comedy"
1617,"Action,Adventure,Animation,Science Fiction,Thriller"
1618,"Thriller,Crime,Drama"
1619,"Comedy,Romance"
1620,"Animation,Family"
1621,Comedy
1622,"Comedy,Drama"
1623,"Drama,Music"
1624,"Drama,Romance"
1625,"Action,Crime,Science Fiction,Thriller"
1626,"Fantasy,Drama,Action,Comedy,Crime,Science Fiction"
1627,"Thriller,Crime,Horror"
1628,"Action,Thriller"
1629,"Comedy,Romance,Drama"
1630,Comedy
1631,"Comedy,Drama"
1632,"Romance,Drama,Thriller,Crime"
1633,"Science Fiction,Action,Thriller"
1634,Thriller
1635,"Action,Drama,Crime,Thriller"
1636,"Action,Comedy,Thriller"
1637,"Action,Comedy,Horror,Thriller"
1638,"Drama,Comedy,Romance"
1639,"Crime,Mystery,Thriller"
1640,Drama
1641,"Comedy,Thriller,Crime"
1642,"Horror,Thriller,Science Fiction"
1643,"Comedy,Fantasy,Science Fiction"
1644,"Thriller,Crime,Drama"
1645,"Action,Adventure,Horror,Thriller"
1646,"Comedy,Romance"
1647,"Drama,Mystery,Romance,Thriller"
1648,"Horror,Comedy"
