,genres
1024,Drama ScienceFiction Adventure Mystery
1025,Animation Comedy Family Fantasy ScienceFiction
1026,Drama Horror Thriller Romance
1027,Comedy Romance
1028,Comedy Romance
1029,Crime Mystery Thriller
1030,ScienceFiction Action Adventure Thriller
1031,Action Western Drama Fantasy Thriller
1032,Drama Thriller Mystery War
1033,Comedy
1034,Crime Drama Thriller
1035,Drama History War
1036,Fantasy Comedy Family
1037,Action Crime Thriller
1038,Comedy
1039,Comedy Crime Action
1040,Action ScienceFiction Adventure Comedy Family
1041,Comedy Drama Family Romance
1042,Drama Mystery Thriller Crime
1043,Drama Thriller Crime Mystery
1044,Drama Comedy
1045,Drama Action Thriller Crime
1046,Romance Comedy
1047,Drama Thriller Crime
1048,Action Crime Drama Thriller
1049,Comedy Family ScienceFiction
1050,Comedy
1051,Comedy Family Music
1052,Horror Action
1053,Drama
1054,Action Adventure Crime Thriller
1055,Adventure Horror Thriller
1056,Comedy
1057,Comedy Romance Drama
1058,Adventure Animation Comedy Family
1059,Horror Mystery Thriller
1060,Action Thriller
1061,Comedy Drama Romance
1062,Comedy Drama Family
1063,Romance Comedy Family
1064,Adventure Comedy Family ScienceFiction
1065,Comedy Drama Family
1066,Horror Action ScienceFiction
1067,Comedy
1068,Adventure Comedy Drama
1069,Action Adventure Crime Thriller
1070,Adventure Family Fantasy
1071,Crime Drama Thriller
1072,Action Adventure Crime Thriller
1073,Adventure Action Comedy
1074,Fantasy Adventure Animation Comedy Family
1075,Action ScienceFiction Adventure
1076,Adventure Drama Music Romance
1077,Drama Romance
1078,Action Adventure Crime Thriller
1079,Action Adventure ScienceFiction Thriller
1080,Action Adventure Crime Drama Thriller
1081,Comedy Fantasy ScienceFiction
1082,Adventure Comedy Family Fantasy ScienceFiction
1083,Crime Drama Mystery Thriller
1084,Comedy Music
1085,Adventure Action
1086,Drama Romance Western
1087,History Drama
1088,Thriller Mystery
1089,Adventure Action Horror ScienceFiction
1090,Drama War
1091,Action Crime Thriller
1092,Action Comedy Thriller
1093,Drama Romance
1094,Action Thriller
1095,Crime Adventure Action Comedy Thriller
1096,Animation Action Comedy Family
1097,Drama Thriller
1098,Adventure Action Thriller Crime Mystery
1099,Action
1100,Crime Drama Thriller
1101,Action Adventure Thriller War
1102,Drama Thriller
1103,Animation Family
1104,Action Drama History Western
1105,Fantasy Action ScienceFiction Thriller
1106,Drama ScienceFiction Thriller
1107,Drama
1108,Comedy Drama
1109,Action Crime
1110,Romance Comedy
1111,Drama Mystery Thriller
1112,Drama
1113,Action Thriller Crime
1114,Action Comedy Crime
1115,Romance Comedy Drama
1116,Animation Comedy Family
1117,Comedy Romance
1118,Comedy Romance
1119,Action Comedy Crime
1120,Drama History Romance
1121,Comedy
1122,Drama Mystery Thriller Crime
1123,Comedy Drama Romance
1124,Drama Horror Mystery
1125,Comedy
1126,Adventure Action Thriller
1127,Fantasy Thriller Horror
1128,Action Crime Thriller
1129,Adventure Comedy Family Fantasy
1130,Crime Drama Thriller
1131,Action Comedy Crime
1132,Action Comedy
1133,Adventure Fantasy Action Western Thriller
1134,Action Comedy Crime
1135,Drama
1136,Adventure Comedy Animation
1137,Adventure Drama Romance Action
1138,Thriller Fantasy Action Comedy
1139,Mystery Thriller Drama
1140,Action Thriller Crime
1141,Comedy
1142,Drama
1143,Drama Crime
1144,Comedy Romance Drama
1145,Crime Drama Mystery Thriller
1146,Adventure Comedy Family ScienceFiction
1147,Action ScienceFiction
1148,Drama Romance Thriller
1149,Action Adventure Comedy Family ScienceFiction
1150,Crime Drama Thriller
1151,Comedy
1152,Action Drama Thriller War
1153,Comedy
1154,Horror
1155,Drama
1156,Comedy Romance Drama
1157,Comedy
1158,Horror Mystery
1159,Adventure Comedy Family ScienceFiction
1160,Comedy
1161,Romance Horror
1162,Romance Drama
1163,Drama
1164,Thriller Crime Drama
1165,Comedy
1166,Adventure Drama Family
1167,Comedy
1168,Action Comedy
1169,Action Adventure Drama History Romance War
1170,Drama Music
1171,Action Thriller Crime
1172,Drama Action Thriller Crime
1173,Comedy
1174,Comedy Romance
1175,Drama Thriller History
1176,Comedy Crime
1177,Action Comedy Crime Romance
1178,Comedy
1179,Comedy Romance
1180,Horror Mystery
1181,Thriller Drama
1182,Action Drama Thriller War
1183,Comedy
1184,Drama Romance Comedy
1185,Comedy Adventure Fantasy ScienceFiction Action
1186,Action Adventure Fantasy Horror ScienceFiction Thriller
1187,Action Adventure Drama Thriller
1188,Crime Drama Thriller
1189,Action Mystery Thriller
1190,Drama Mystery Thriller
1191,Comedy
1192,Animation Comedy Adventure Family ScienceFiction
1193,Action Adventure Drama Thriller
1194,Action Adventure Thriller
1195,Action ScienceFiction Adventure Thriller
1196,Comedy Crime Drama Romance Thriller
1197,Thriller Mystery
1198,Romance Drama Mystery
1199,Drama Horror Mystery Thriller
1200,Fantasy Drama Comedy Family
1201,Comedy Romance
1202,Music Drama
1203,Drama Crime Thriller
1204,Horror Thriller
1205,Drama History Mystery
1206,Adventure
1207,Fantasy Action ScienceFiction Thriller Horror
1208,Comedy Family
1209,Drama Romance
1210,Comedy Music Romance
1211,Adventure Comedy ScienceFiction
1212,Comedy
1213,Horror Mystery
1214,Thriller Crime Mystery
1215,Drama Music
1216,Comedy
1217,Comedy Drama
1218,Horror Mystery
1219,Comedy Crime Romance
1220,Drama Romance
1221,Comedy Drama Romance
1222,Comedy
1223,Comedy Western
1224,Adventure Fantasy Action Thriller ScienceFiction
1225,Drama
1226,Comedy Drama Romance
1227,Drama
1228,Crime Action Adventure
1229,Drama Romance
1230,Drama Horror Thriller Crime
1231,Comedy
1232,Fantasy Horror ScienceFiction
1233,Action Adventure Drama
1234,Drama
1235,Drama Romance
1236,Horror
1237,Drama Crime
1238,Comedy War
1239,Action Thriller Crime Drama
1240,Fantasy Animation Drama Romance Family
1241,Crime Drama Mystery
1242,Drama Romance
1243,Action
1244,Drama Thriller
1245,Drama
1246,Drama History
1247,Action Crime Drama Thriller
1248,Action Drama Thriller Crime
1249,Thriller Drama
1250,Action Adventure Comedy
1251,Adventure Animation Comedy Family
1252,Comedy Drama Romance
1253,Comedy Fantasy ScienceFiction
1254,Comedy Romance
1255,Comedy
1256,Comedy
1257,Adventure Drama Romance
1258,Drama Mystery
1259,Horror Thriller
1260,Adventure Fantasy Action Thriller
1261,Action Comedy Thriller
1262,Comedy Music
1263,Action Drama Thriller
1264,Action ScienceFiction
1265,Action Horror Mystery ScienceFiction Thriller
1266,Action ScienceFiction Thriller
1267,Action Adventure Drama Thriller
1268,Comedy Fantasy ScienceFiction
1269,ScienceFiction Thriller
1270,Drama Comedy
1271,Adventure Fantasy Animation Comedy ScienceFiction Family
1272,Action Drama Crime
1273,Adventure Action Family
1274,Thriller Drama Mystery
1275,Action Crime Thriller Drama
1276,Action Adventure Thriller Drama
1277,Comedy Drama
1278,Action History War
1279,Action ScienceFiction Drama
1280,Adventure Animation Comedy Family Fantasy
1281,Action Comedy
1282,Fantasy Action Thriller
1283,Action Adventure War History
1284,Drama Romance Fantasy
1285,Comedy
1286,Animation Comedy Family
1287,ScienceFiction Action Adventure Thriller
1288,Romance Drama
1289,Comedy Action Adventure Fantasy ScienceFiction
1290,Comedy
1291,Adventure Drama Action
1292,Comedy Romance
1293,Comedy Romance
1294,Comedy Family
1295,Action Adventure Family
1296,ScienceFiction Action Adventure Thriller
1297,Drama Romance
1298,Adventure Family Fantasy Animation
1299,Drama
1300,Drama Thriller
1301,Crime Comedy Romance
1302,Action Comedy Family
1303,Drama Romance Thriller
1304,Comedy
1305,Horror Mystery Thriller
1306,Drama Thriller
1307,Music Drama Comedy
1308,Drama
1309,Action Drama
1310,Horror Mystery ScienceFiction
1311,ScienceFiction Action Thriller
1312,Action Adventure Mystery Thriller
1313,Action Western
1314,Adventure Family Fantasy
1315,Drama
1316,Adventure Action Comedy Romance
1317,Drama
1318,Adventure ScienceFiction
1319,Drama
1320,Crime Drama Thriller
1321,Romance Comedy Drama
1322,Comedy Drama
1323,Adventure Comedy Family Fantasy
1324,Drama Action
1325,Drama
1326,Action Comedy Crime
1327,Comedy Romance
1328,Drama Family
1329,Adventure Fantasy Drama Romance
1330,Drama Thriller Crime
1331,Action Comedy Crime
1332,Comedy Crime
1333,Action Fantasy ScienceFiction Thriller
1334,Drama Action Thriller
1335,Adventure Action Thriller
1336,ScienceFiction Comedy Adventure
1337,Family Drama
1338,Thriller
1339,Action Drama
1340,Drama Comedy Romance
1341,History Drama
1342,Drama Romance
1343,Drama Thriller Horror
1344,Thriller ScienceFiction Mystery Romance
1345,Drama Comedy
1346,Animation Family
1347,Comedy
1348,Comedy
1349,Adventure Comedy Crime ScienceFiction
1350,Fantasy Action
1351,Drama
1352,Adventure Action Comedy Thriller Crime
1353,Drama
1354,Action Comedy Family Adventure
1355,Comedy Crime
1356,Drama Adventure Western
1357,Comedy Drama Romance
1358,ScienceFiction Adventure Mystery
1359,Comedy Crime
1360,Crime Thriller
1361,Drama Crime
1362,Comedy
1363,Comedy Romance
1364,Drama Romance War
1365,Crime Drama Mystery Thriller
1366,Adventure Comedy Family
1367,Comedy Romance
1368,ScienceFiction Horror Action
1369,Horror
1370,Horror ScienceFiction Thriller
1371,Action Adventure Drama
1372,Drama
1373,Adventure Animation Comedy Family
1374,Drama
1375,Romance Comedy
1376,Comedy
1377,Comedy Drama History
1378,Drama History
1379,Comedy
1380,Comedy Family
1381,Fantasy Action Adventure ScienceFiction Thriller
1382,Comedy
1383,Comedy
1384,Comedy Romance
1385,Crime Drama Thriller
1386,Horror Action ScienceFiction
1387,Horror
1388,Comedy Crime Thriller
1389,Action
1390,Action Thriller ScienceFiction
1391,Comedy Romance
1392,Comedy Drama Romance
1393,Adventure Comedy Fantasy
1394,Comedy Family
1395,Action Adventure Thriller
1396,Drama War
1397,Drama History
1398,Horror
1399,Drama Romance
1400,Drama Crime History
1401,Horror Mystery Thriller
1402,Drama Fantasy Horror
1403,ScienceFiction Action Thriller
1404,Drama
1405,Comedy Romance
1406,ScienceFiction
1407,Comedy Romance
1408,Action Thriller Crime Mystery
1409,Crime Drama Mystery Thriller
1410,Crime Action Thriller
1411,Comedy Fantasy
1412,Crime History
1413,Drama Mystery ScienceFiction Thriller
1414,Family Fantasy Comedy
1415,Drama
1416,Thriller Action Mystery
1417,Animation Family Adventure
1418,Comedy Drama
1419,Action Comedy ScienceFiction
1420,Thriller Crime Drama
1421,Horror Comedy
1422,Crime Action Thriller
1423,Action Comedy Crime
1424,War Adventure Drama Romance
1425,Action Crime
1426,Comedy Romance
1427,Comedy
1428,Action Horror Thriller
1429,Fantasy Action Adventure
1430,Action Adventure Drama History
1431,Action Adventure Drama Thriller
1432,Comedy Music
1433,Drama Romance
1434,Action Western
1435,Drama History Romance
1436,Action Crime Mystery Thriller
1437,Drama Fantasy
1438,Action Adventure Thriller
1439,Action Drama Thriller Crime
1440,Drama Fantasy Horror Mystery Romance Thriller
1441,Action Crime
1442,Family Fantasy Comedy
1443,Adventure Drama Thriller
1444,Fantasy Family Action
1445,Comedy Drama Romance
1446,Drama
1447,Action Crime Drama Thriller
1448,Action Crime Drama Mystery Thriller
1449,Thriller Crime Romance
1450,Action History War
1451,War Adventure Drama Romance
1452,Drama War Romance Western
1453,Drama
1454,Action Comedy Western Crime
1455,Drama Crime
1456,Action Mystery ScienceFiction Thriller
1457,Comedy
1458,Drama Romance
1459,Drama Adventure ScienceFiction Romance
1460,Action Comedy Thriller
1461,Action Crime Drama Thriller
1462,Drama Romance
1463,Drama ScienceFiction Thriller
1464,Romance Drama Adventure
1465,Comedy Romance
1466,Drama History
1467,Drama History
1468,Drama
1469,Action Crime Thriller
1470,Crime Comedy
1471,Family Fantasy Animation Adventure
1472,Horror Action Thriller ScienceFiction
1473,Music Drama Romance
1474,Action Crime Horror Thriller
1475,Mystery Thriller
1476,Action Crime Drama
1477,Drama
1478,Action Crime Thriller
1479,Comedy Drama
1480,Adventure Action ScienceFiction
1481,Action Thriller ScienceFiction
1482,Drama Romance
1483,Comedy
1484,Comedy Family Fantasy
1485,Drama Fantasy Romance ScienceFiction
1486,Adventure Comedy Family
1487,Fantasy Comedy Drama
1488,Comedy Family
1489,Comedy Romance
1490,Action Comedy
1491,Horror
1492,Drama
1493,Action Crime Drama Thriller
1494,Comedy
1495,Crime Comedy Action
1496,Thriller ScienceFiction Mystery
1497,Action Adventure Drama Thriller
1498,Thriller Drama Mystery
1499,Adventure Drama Family
1500,Action Comedy
1501,Drama Family
1502,Drama Thriller Crime
1503,Action Thriller Crime
1504,Action Western
1505,Action Comedy Romance Thriller
1506,Drama
1507,Action ScienceFiction Thriller Crime
1508,Fantasy Comedy Family
1509,Comedy
1510,Animation Comedy Family Music
1511,Drama
1512,War Crime Drama Mystery Romance Thriller
1513,Adventure
1514,Drama War
1515,Comedy Drama Romance
1516,Music Drama Family
1517,Action
1518,Drama
1519,Drama
1520,Action Adventure Thriller ScienceFiction
1521,Comedy Drama
1522,Drama Mystery
1523,Comedy Horror
1524,Crime Drama ScienceFiction Thriller
1525,Comedy
1526,Comedy Thriller Crime
1527,Action Comedy Crime Drama Music
1528,Comedy Drama
1529,Comedy Romance
1530,Animation Comedy Family
1531,Action Adventure Crime
1532,Drama Romance
1533,Drama
1534,Drama
1535,Action Adventure Thriller
1536,Drama
1537,Comedy
1538,Horror Comedy Fantasy
1539,Crime Comedy Adventure
1540,Comedy Family Romance
1541,Comedy
1542,Crime Mystery Thriller
1543,ScienceFiction
1544,Animation Comedy Family
1545,Thriller Crime Drama Mystery
1546,Drama
1547,Comedy Crime
1548,Romance Drama
1549,Comedy Romance
1550,Comedy Drama Family Music Romance
1551,Adventure Animation Comedy Family
1552,Drama Romance
1553,Adventure Drama Romance War
1554,Drama Romance
1555,Drama Comedy
1556,Horror Comedy Romance
1557,Action Thriller ScienceFiction
1558,Fantasy Comedy ScienceFiction Romance
1559,Fantasy Drama Comedy Family
1560,Drama Comedy Romance
1561,Comedy Romance Drama
1562,Action Crime
1563,Comedy
1564,Drama Romance
1565,Comedy
1566,Action Adventure Comedy Thriller
1567,Comedy Fantasy Romance
1568,Fantasy Comedy Romance
1569,Animation Comedy Family Adventure
1570,Crime Drama
1571,Romance Drama
1572,ScienceFiction Action Adventure Thriller
1573,Comedy Drama Family Fantasy
1574,Comedy Crime
1575,Adventure Action Thriller
1576,Adventure Animation Comedy Family
1577,Drama Romance
1578,Comedy
1579,Drama Romance
1580,Comedy Drama Romance
1581,Action Thriller Crime
1582,Comedy
1583,Romance Fantasy Animation Music
1584,Drama
1585,Action Crime Drama Mystery Thriller
1586,Action Drama
1587,Horror Thriller
1588,Fantasy Drama Romance
1589,Comedy Drama Family
1590,Drama Romance
1591,Adventure
1592,Comedy Drama Fantasy Romance
1593,Horror Thriller
1594,Horror Thriller
1595,Comedy
1596,Adventure Comedy Crime
1597,Action ScienceFiction
1598,Horror Comedy Music
1599,Action Thriller Adventure
1600,Action Fantasy ScienceFiction
1601,Comedy Romance Drama
1602,Drama Horror
1603,Music
1604,Action Adventure Crime Drama
1605,Action Comedy
1606,Action Adventure Animation ScienceFiction Thriller
1607,Thriller Crime Drama
1608,Comedy Romance
1609,Animation Family
1610,Comedy
1611,Comedy Drama
1612,Drama Music
1613,Drama Romance
1614,Action Crime ScienceFiction Thriller
1615,Fantasy Drama Action Comedy Crime ScienceFiction
1616,Thriller Crime Horror
1617,Action Thriller
1618,Comedy Romance Drama
1619,Comedy
1620,Comedy Drama
1621,Romance Drama Thriller Crime
1622,ScienceFiction Action Thriller
1623,Thriller
1624,Action Drama Crime Thriller
1625,Action Comedy Thriller
1626,Action Comedy Horror Thriller
1627,Drama Comedy Romance
1628,Crime Mystery Thriller
1629,Drama
1630,Comedy Thriller Crime
1631,Horror Thriller ScienceFiction
1632,Comedy Fantasy ScienceFiction
1633,Thriller Crime Drama
1634,Action Adventure Horror Thriller
1635,Comedy Romance
1636,Drama Mystery Romance Thriller
1637,Horror Comedy
1638,Drama History Romance
1639,Action ScienceFiction
1640,Drama Thriller
1641,Action Adventure Fantasy ScienceFiction Thriller
1642,Action Crime Thriller
1643,Drama Horror ScienceFiction Thriller
1644,Comedy Romance
1645,Comedy Animation Family
1646,Drama
1647,Adventure Fantasy Mystery
1648,Comedy Drama
1649,Crime Thriller Drama
1650,Action Crime Drama
1651,War
1652,Drama Crime
1653,Thriller Action Crime Drama
1654,Drama Romance
1655,Crime Drama Thriller
1656,Action Adventure Drama Romance
1657,Drama Family Romance
1658,Fantasy Drama Action Thriller Romance
1659,Adventure Action Thriller
1660,Action Drama Western
1661,Comedy
1662,Thriller Crime Drama
1663,Action Thriller Crime
1664,Animation Family Comedy
1665,History Drama
1666,Drama
1667,Romance Drama
1668,Fantasy Adventure Animation
1669,Crime Thriller
1670,Adventure Animation Comedy Fantasy
1671,Comedy Music
1672,Drama Music Romance
1673,Comedy
1674,Adventure Fantasy Action Comedy Family
1675,Drama History
1676,Comedy Crime Drama Romance Thriller
1677,Comedy Romance
1678,Comedy
1679,Drama
1680,Comedy Drama Romance
1681,Drama Horror Comedy
1682,Drama Mystery Thriller Fantasy
1683,Animation Family Comedy Adventure Fantasy Romance
1684,Drama Music
1685,Adventure Action
1686,Animation Family
1687,Crime Mystery Thriller Action
1688,Comedy Drama
1689,Action
1690,Action Thriller
1691,Comedy
1692,Comedy Drama
1693,Music Comedy Drama
1694,Drama History
1695,Fantasy Horror Action
1696,Comedy
1697,Comedy Drama
1698,Mystery Thriller
1699,Comedy
1700,Adventure Action Thriller
1701,Comedy Romance
1702,Thriller ScienceFiction Action Crime
1703,Comedy
1704,Romance
1705,Comedy Family Fantasy
1706,Comedy
1707,Action Crime
1708,Action Adventure Comedy
1709,Thriller Horror
1710,Family Comedy
1711,Drama Romance
1712,ScienceFiction Drama Thriller
1713,Adventure
1714,Action Drama Thriller Crime
1715,Drama Crime Thriller
1716,Horror Thriller
1717,Documentary
1718,Comedy Drama Family Fantasy Romance
1719,Drama Comedy
1720,Action Comedy Family
1721,Adventure Comedy Family Fantasy
1722,Action Horror ScienceFiction
1723,Comedy Drama
1724,Romance Horror Comedy Thriller
1725,Drama
1726,Comedy Romance Drama
1727,Action Adventure Crime
1728,Action
1729,Action Crime Drama
1730,Adventure Action Thriller
1731,Comedy Romance Drama
1732,Drama
1733,Comedy Drama
1734,Drama Adventure History
1735,Drama Romance
1736,Drama Thriller
1737,ScienceFiction Action Adventure Thriller
1738,Comedy Drama Romance
1739,Drama Mystery Thriller Crime
1740,Music Comedy Action Crime
1741,Adventure Comedy Drama Family
1742,Comedy Music
1743,Drama Comedy Romance
1744,Horror Comedy Action ScienceFiction Thriller
1745,Drama Thriller Crime Mystery
1746,Drama History
1747,Drama History Thriller
1748,Drama Family Fantasy Adventure
1749,Mystery ScienceFiction
1750,Drama History Romance
1751,Adventure Family Fantasy
1752,Crime Action Drama
1753,Horror Mystery Thriller
1754,Crime Thriller
1755,Drama
1756,Family Comedy Action
1757,Thriller
1758,Thriller Action Comedy Crime
1759,Comedy Drama
1760,Mystery Thriller Crime
1761,Comedy Drama
1762,Drama Thriller
1763,Comedy Drama Music
1764,Action Adventure Comedy Family
1765,Comedy
1766,Comedy Romance
1767,Romance History
1768,Crime Drama Mystery Thriller
1769,Comedy
1770,Action Comedy
1771,Drama Romance Comedy
1772,Western
1773,Drama Horror ScienceFiction Thriller
1774,Drama History War
1775,Horror Thriller
1776,Horror Mystery
1777,Action Adventure Comedy
1778,Horror
1779,Thriller Crime Action
1780,Comedy Drama Romance
1781,Adventure Family ScienceFiction Thriller
1782,Action Crime Drama Western
1783,Drama Thriller War
1784,Comedy
1785,Comedy Romance
1786,Drama Thriller Mystery Romance
1787,Crime Thriller Mystery
1788,Comedy
1789,Action Fantasy ScienceFiction
1790,Crime Drama Thriller
1791,Fantasy Horror
1792,Comedy Crime Mystery Romance Thriller
1793,Romance Comedy
1794,Adventure Family
1795,ScienceFiction Mystery Thriller
1796,Drama Mystery Thriller
1797,Drama
1798,Comedy Drama Family
1799,Drama
1800,Drama
1801,Action Thriller
1802,Drama Romance
1803,Thriller Action Drama Music Romance
1804,Drama History War
1805,Drama
1806,Drama Thriller
1807,Mystery Fantasy Adventure Comedy
1808,Thriller Adventure Mystery Fantasy
1809,Horror
1810,Thriller Drama
1811,Action Adventure Animation Comedy Family Fantasy ScienceFiction
1812,Action Thriller ScienceFiction
1813,ScienceFiction Adventure Action Comedy Family
1814,Crime Drama History Thriller
1815,Crime Drama Thriller
1816,Action Comedy
1817,Comedy Romance Drama
1818,Comedy Drama Romance
1819,Comedy
1820,Comedy
1821,Comedy Romance
1822,Action Adventure Drama History Western
1823,Action Crime Thriller
1824,Horror Thriller
1825,Horror Mystery
1826,Drama Romance
1827,Adventure Drama Family
1828,Drama
1829,Comedy Drama
1830,Action Drama Thriller
1831,Horror Mystery Thriller
1832,Comedy
1833,Drama Crime
1834,Action
1835,Fantasy Comedy Family
1836,Action Crime Drama Thriller
1837,Action Adventure Comedy
1838,Drama History
1839,Thriller Action Drama Crime
1840,Action Adventure Comedy
1841,Drama
1842,Animation Adventure Family
1843,Animation Family
1844,Action Comedy
1845,Drama Comedy
1846,Action Crime Thriller
1847,Romance Comedy
1848,Comedy Romance
1849,Drama
1850,Drama ScienceFiction
1851,Comedy
1852,Horror Thriller
1853,Comedy Drama Romance
1854,Action Crime Drama
1855,Drama
1856,Comedy Drama Family Romance
1857,Family Comedy
1858,Adventure Action Horror ScienceFiction Thriller
1859,Thriller Crime Drama
1860,Drama
1861,Drama History
1862,Horror Comedy
1863,History Action Drama Adventure War
1864,Adventure Fantasy Drama Comedy Music
1865,Comedy
1866,Action Comedy Music
1867,Drama Crime
1868,Adventure Comedy
1869,Comedy
1870,Thriller Crime Drama
1871,Comedy Drama
1872,Drama Comedy Family
1873,Comedy
1874,Comedy Drama History
1875,Drama
1876,Romance Drama Comedy
1877,Drama Romance War
1878,Action Adventure Crime Mystery Thriller
1879,Fantasy Horror Thriller
1880,Action Thriller Crime
1881,Comedy Drama Romance
1882,Comedy
1883,Crime Action Thriller
1884,Comedy Family
1885,Drama
1886,Animation Family Fantasy
1887,Drama Family
1888,Thriller ScienceFiction
1889,Drama Horror
1890,Comedy
1891,Drama Horror Mystery Thriller
1892,Comedy
1893,Action Adventure Thriller
1894,Action Comedy Drama
1895,Crime Thriller
1896,Action Comedy
1897,Horror Thriller
1898,Drama
1899,Drama
1900,Fantasy Horror ScienceFiction Thriller
1901,Crime Drama History
1902,Drama
1903,Drama History
1904,Action Adventure Comedy Fantasy
1905,Comedy Romance
1906,Action Drama
1907,Drama Thriller
1908,War Drama History
1909,Drama War
1910,Drama Mystery Thriller
1911,Drama Thriller
1912,Horror Thriller
1913,Comedy Romance Drama
1914,Drama Thriller
1915,Comedy Drama
1916,Action Crime Thriller
1917,Adventure Drama
1918,Action Adventure Comedy Fantasy ScienceFiction
1919,Action Comedy
1920,Comedy Romance
1921,Drama
1922,Action Comedy Fantasy ScienceFiction
1923,Comedy Crime
1924,Drama Mystery ScienceFiction Thriller
1925,Action Adventure Fantasy Horror
1926,Comedy Drama
1927,Drama Mystery Thriller
1928,Fantasy Family
1929,Drama
1930,Comedy Drama Romance
1931,Drama Romance Crime Mystery
1932,Drama Crime
1933,Animation Family
1934,Comedy Drama
1935,Drama
1936,Family Adventure Animation
1937,Family Animation
1938,Thriller Crime Drama
1939,Romance Adventure Action History
1940,History Action Drama
1941,Action Thriller
1942,Drama Romance
1943,Adventure Drama
1944,ScienceFiction Adventure
1945,Drama
1946,Horror Mystery
1947,Action Drama Western
1948,Comedy Romance
1949,Comedy Crime
1950,Drama Family Music Romance
1951,Comedy
1952,Comedy Drama
1953,Horror Mystery Thriller
1954,Romance Comedy Drama
1955,Comedy
1956,Comedy Crime Thriller
1957,Comedy War
1958,Adventure Drama Action Comedy Romance
1959,Drama
1960,Comedy Romance
1961,Fantasy Comedy ScienceFiction Family
1962,Adventure Family Fantasy Music
1963,Action Comedy Drama
1964,Comedy Drama
1965,Romance Comedy
1966,Comedy Horror
1967,Drama Music
1968,Animation Comedy Family
1969,Adventure Fantasy Animation ScienceFiction Family
1970,Romance Drama
1971,Crime Drama Action Thriller
1972,Comedy Horror
1973,Comedy
1974,Adventure Action ScienceFiction
1975,Action Comedy Crime Thriller
1976,Comedy Crime
1977,Horror
1978,Drama
1979,Thriller ScienceFiction Action
1980,Comedy Romance
1981,Romance ScienceFiction Drama
1982,Mystery Thriller Drama
1983,Fantasy Adventure Family
1984,Drama Comedy Romance
1985,Action Comedy
1986,Action Thriller
1987,Adventure Thriller
1988,Drama
1989,Drama Family
1990,Drama
1991,Action Thriller
1992,History Drama Thriller Crime Mystery
1993,Drama History
1994,Western Drama
1995,Drama Comedy Romance
1996,Drama Romance
1997,Horror Thriller
1998,Comedy ScienceFiction
1999,War Drama
2000,Fantasy Drama Thriller Mystery Romance
2001,Romance Comedy
2002,Fantasy Drama Comedy Family
2003,Drama Family
2004,Comedy Family
2005,Drama Romance
2006,Action Comedy
2007,Drama History
2008,Drama
2009,Crime Drama Mystery Thriller Action
2010,Drama
2011,Drama
2012,Fantasy Action Thriller
2013,Drama Thriller
2014,Drama Comedy Crime
2015,Drama Romance
2016,Comedy
2017,Comedy
2018,Thriller
2019,Comedy Crime Romance
2020,Comedy Family
2021,Thriller Drama Crime Romance
2022,Comedy
2023,Drama Thriller
2024,Comedy Drama Mystery
2025,Comedy Music
2026,Action Thriller
2027,Family Horror
2028,Comedy Romance
2029,Action Adventure Crime ScienceFiction Thriller
2030,Action ScienceFiction Thriller
2031,Drama Comedy Thriller Music Romance
2032,Comedy Family Romance
2033,Thriller Action Crime
2034,Drama Romance
2035,Drama Thriller War
2036,Romance Drama History War Music
2037,Action Comedy Romance
2038,Action Comedy Crime
2039,Mystery Thriller
2040,Action Thriller Adventure
2041,Drama
2042,Romance Drama Comedy
2043,Thriller Drama Crime
2044,Drama Mystery Crime
2045,Comedy Drama
2046,Drama Thriller Mystery
2047,Animation Adventure Romance
2048,Romance Comedy
2049,ScienceFiction Action Adventure Thriller
2050,Animation Comedy Music
2051,Comedy Drama
2052,Action Adventure Comedy Family Fantasy ScienceFiction
2053,Comedy Romance
2054,Drama Comedy Romance
2055,Crime Drama
2056,Drama
2057,Action Crime Thriller
2058,Drama Action
2059,Horror Thriller ScienceFiction
2060,Drama Comedy Romance
2061,Drama Comedy
2062,Romance Drama
2063,Drama Thriller Mystery
2064,Drama Comedy Romance
2065,Drama
2066,Comedy
2067,Action Thriller ScienceFiction Horror
2068,Adventure Action
2069,Comedy Family Adventure Crime
2070,ScienceFiction Drama
2071,Horror Thriller
2072,Action Comedy Crime
2073,Comedy
2074,Crime Drama Thriller
2075,Music Comedy
2076,Comedy Documentary Action
2077,Horror Thriller
2078,Adventure Comedy Family
2079,Horror Thriller
2080,Adventure Comedy Family Romance
2081,Comedy
2082,Comedy Music
2083,Action Fantasy
2084,Comedy
2085,Comedy Drama
2086,Adventure Family Drama Comedy
2087,Drama Family Romance
2088,Drama History
2089,Drama Romance Comedy Music
2090,Comedy Romance
2091,Fantasy Drama Romance
2092,Drama Romance
2093,Drama Comedy Crime
2094,Action Crime Thriller
2095,Comedy
2096,Comedy
2097,Adventure Fantasy Animation Family
2098,History Drama
2099,Family Animation Adventure
2100,Thriller Horror Drama Mystery
2101,Thriller Drama Mystery
2102,Animation Family
2103,Horror Thriller Mystery
2104,Adventure Drama Family
2105,Action Adventure Comedy
2106,Drama Thriller History
2107,Drama Crime Thriller
2108,Horror Thriller
2109,Comedy Drama Romance
2110,Adventure Comedy Family Fantasy ScienceFiction
2111,Comedy Drama Romance Thriller
2112,Adventure Family ScienceFiction Action
2113,Crime Drama Thriller
2114,Drama
